company_fyi,ticker,confidence,status,period,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,ticker_edgar,ticker_yfinance,yf_name,cik,ai_mentioned,ai_evidence,listing_region,benchmark_index,event_study_usable,exclusion_reason
Oracle,ORCL,MEDIUM,READY,pre_genai,2022-08-01,,,,Other,United States,https://www.bloomberg.com/news/articles/2022-08-01/oracle-cuts-workers-in-us-customer-analytics-division?sref=Oeyjq8by#xj4y7vzkg,yfinance_only,,ORCL,Oracle Corporation,,0,,US,^GSPC,True,
Oracle,ORCL,MEDIUM,READY,post_genai,2025-08-13,,289.0,,Other,United States,https://www.pleasantonweekly.com/business/2025/08/19/dozens-of-pleasanton-workers-hit-by-wave-of-oracle-layoffs/,yfinance_only,,ORCL,Oracle Corporation,,0,,US,^GSPC,True,
Oracle,ORCL,MEDIUM,READY,post_genai,2026-03-31,,,,Other,United States,https://www.cnbc.com/2026/03/31/oracle-layoffs-ai-spending.html,yfinance_only,,ORCL,Oracle Corporation,,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...ot yet been recognized, jumped 359% to $455 billion following an agreement with OpenAI worth over $300 billion. Weeks later, Oracle picked executives Mike Sicilia and...",US,^GSPC,False,insufficient_post_event_data
Oatly,OTLY,MEDIUM,READY,pre_genai,2022-11-15,,,,Food,Sweden,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,yfinance_only,,OTLY,Oatly Group AB,,0,,US,^GSPC,True,
Otovo,OTOVO.OL,MEDIUM,READY,post_genai,2024-02-08,,65.0,15%,Energy,Norway,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,yfinance_only,,OTOVO.OL,OTOVO ASA,,0,[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...al of any home and finds the best price and installer for customers based on an automatic bidding process between available installers. Please visit otovo.com for more i...,INTL,^MSCI,True,
Ouster,OUST,MEDIUM,READY,pre_genai,2022-09-20,,,10%,Transportation,United States,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,yfinance_only,,OUST,"Ouster, Inc.",,0,,US,^GSPC,True,
Owlet,OWLT,MEDIUM,READY,pre_genai,2022-07-22,,,,Healthcare,United States,https://www.linkedin.com/feed/update/urn:li:activity:6957832944329580544/,yfinance_only,,OWLT,"Owlet, Inc.",,0,,US,^GSPC,True,
Mogo,MOGO,MEDIUM,DELISTED,pre_genai,2020-03-27,,78.0,30%,Finance,Canada,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,yfinance_only,,OY4.F,Mogotes Metals Inc.           R,,0,,US,^GSPC,False,delisted
PagSeguro,PAGS,MEDIUM,READY,post_genai,2023-01-25,,,7%,Finance,Brazil,https://news.fintechnexus.com/pagseguro-and-will-bank-part-of-layoff-wave-in-latam/,yfinance_only,,PAGS,PagSeguro Digital Ltd.,,0,,US,^GSPC,True,
UiPath,PATH,HIGH,READY,pre_genai,2022-06-27,2024-07-09,210.0,5%,Data,United States,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,EDGAR_exact,PATH,PATH,"UiPath, Inc.",1734722.0,1,"[WEAK] ...g plan, according to a new SEC filing . The company, a provider of software for automating office tasks, said that it had 4,200 employees as of April 30, 2022. Most of th...",US,^GSPC,True,
UIPath,PATH,HIGH,READY,post_genai,2024-07-09,2024-07-09,420.0,10%,Other,United States,https://www.cnbc.com/2024/07/09/uipath-layoffs-company-to-cut-10percent-of-workforce.html,EDGAR_exact,PATH,PATH,"UiPath, Inc.",1734722.0,1,"[WEAK] ...de Carvalho | SOPA Images | Lightrocket | Getty Images UiPath , a developer of automation software, is cutting 10% of its workforce, or about 420 jobs, as part of a broa...",US,^GSPC,True,
Paycom,PAYC,MEDIUM,READY,post_genai,2025-10-01,,500.0,,HR,United States,https://www.oklahoman.com/story/business/information-technology/2025/10/01/paycom-layoffs-2025-workers-replaced-with-ai/86448337007/,yfinance_only,,PAYC,"Paycom Software, Inc.",,0,,US,^GSPC,True,
Payoneer,PAYO,MEDIUM,READY,post_genai,2023-06-26,,200.0,10%,Finance,United States,https://www.calcalistech.com/ctechnews/article/sjctoolon,yfinance_only,,PAYO,Payoneer Global Inc.,,0,,US,^GSPC,True,
Payoneer,PAYO,MEDIUM,READY,post_genai,2025-12-08,,60.0,6%,Finance,United States,https://www.calcalistech.com/ctechnews/article/s1fu4c4zzg,yfinance_only,,PAYO,Payoneer Global Inc.,,0,,US,^GSPC,True,
Procore,PCOR,MEDIUM,READY,post_genai,2024-01-30,,,4%,Construction,United States,Internal memo,yfinance_only,,PCOR,"Procore Technologies, Inc.",,0,,US,^GSPC,True,
PagerDuty,PD,MEDIUM,READY,post_genai,2023-01-24,,,7%,Product,United States,https://www.marketwatch.com/story/pagerduty-to-lay-off-7-of-staff-revenue-officer-to-exit-271674568511,yfinance_only,,PD,"PagerDuty, Inc.",,0,,US,^GSPC,True,
Pegasystems,PEGA,HIGH,READY,post_genai,2023-01-03,2023-08-30,245.0,4%,HR,United States,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,EDGAR_exact,PEGA,PEGA,Pegasystems Inc.,1013857.0,0,,US,^GSPC,True,
Pegasystems,PEGA,HIGH,READY,post_genai,2023-08-31,2023-08-30,240.0,4%,HR,United States,https://www.bizjournals.com/boston/news/2023/08/31/pegasystems-layoffs-second-round.html,EDGAR_exact,PEGA,PEGA,Pegasystems Inc.,1013857.0,0,,US,^GSPC,True,
Perion,PERI,MEDIUM,READY,pre_genai,2022-08-08,,20.0,5%,Marketing,Israel,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,yfinance_only,,PERI,Perion Network Ltd,,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...asures routinely taken for business focus, operational performance, integrating automation tools and maximizing synergy in the company's growing operations. As part of th...",US,^GSPC,True,
Perion,PERI,MEDIUM,READY,post_genai,2024-06-25,,35.0,5%,Marketing,Israel,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,yfinance_only,,PERI,Perion Network Ltd,,0,"[FALSE_POSITIVE_IRRELEVANT] [WEAK] ...asures routinely taken for business focus, operational performance, integrating automation tools and maximizing synergy in the company's growing operations. As part of th...",US,^GSPC,True,
Pagaya,PGY,MEDIUM,READY,post_genai,2023-01-18,,140.0,20%,Finance,Israel,https://www.calcalistech.com/ctechnews/article/rjdsyoboo,yfinance_only,,PGY,Pagaya Technologies Ltd.,,0,,US,^GSPC,True,
Pagaya,PGY,MEDIUM,READY,post_genai,2024-06-05,,100.0,20%,Finance,Israel,https://www.calcalistech.com/ctechnews/article/h19floaec,yfinance_only,,PGY,Pagaya Technologies Ltd.,,0,,US,^GSPC,True,
Philips,PHG,MEDIUM,READY,pre_genai,2022-10-24,,4000.0,5%,Healthcare,Netherlands,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,yfinance_only,,PHG,Koninklijke Philips N.V. NY Reg,,0,,US,^GSPC,True,
Phunware,PHUN,HIGH,READY,post_genai,2023-07-20,2023-07-20,,,Other,United States,https://seekingalpha.com/news/3989259-software-developer-phunware-to-lay-off-one-third-of-its-workforce,EDGAR_exact,PHUN,PHUN,"Phunware, Inc.",1665300.0,0,,US,^GSPC,True,
Impinj,PI,HIGH,READY,post_genai,2024-02-13,2024-02-08,50.0,10%,Other,United States,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,EDGAR_exact,PI,PI,"Impinj, Inc.",1114995.0,0,,US,^GSPC,True,
Pinterest,PINS,MEDIUM,READY,pre_genai,2022-11-30,,,,Consumer,United States,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,yfinance_only,,PINS,"Pinterest, Inc.",,0,,US,^GSPC,True,
Pinterest,PINS,MEDIUM,READY,post_genai,2026-01-27,,700.0,15%,Consumer,United States,https://www.theverge.com/news/868531/pinterest-layoffs-cuts-15-percent-ai-transformation,yfinance_only,,PINS,"Pinterest, Inc.",,1,"[STRONG] ...ng month, Pinterest CEO Bill Ready said that “our investments in AI and product innovation are paying off,” and that...",US,^GSPC,False,insufficient_post_event_data
Planet,PL,MEDIUM,READY,post_genai,2023-08-01,,117.0,10%,Aerospace,United States,https://www.cnbc.com/2023/08/01/planet-pl-lays-off-about-10percent-company-restructures.html,yfinance_only,,PL,Planet Labs PBC,,0,,US,^GSPC,True,
Planet,PL,MEDIUM,READY,post_genai,2024-06-26,,180.0,17%,Aerospace,United States,https://spacenews.com/planet-lays-off-17-of-workforce/,yfinance_only,,PL,Planet Labs PBC,,0,,US,^GSPC,True,
Playtika,PLTK,MEDIUM,READY,pre_genai,2022-05-31,,250.0,6%,Consumer,Israel,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811,yfinance_only,,PLTK,Playtika Holding Corp.,,0,,US,^GSPC,True,
Playtika,PLTK,MEDIUM,READY,pre_genai,2022-12-09,,600.0,15%,Consumer,Israel,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,yfinance_only,,PLTK,Playtika Holding Corp.,,0,,US,^GSPC,True,
Playtika,PLTK,MEDIUM,READY,post_genai,2024-01-11,,300.0,10%,Consumer,Israel,https://www.calcalistech.com/ctechnews/article/skb6elt006,yfinance_only,,PLTK,Playtika Holding Corp.,,0,,US,^GSPC,True,
Playtika,PLTK,MEDIUM,READY,post_genai,2025-06-05,,90.0,,Consumer,Israel,https://www.calcalistech.com/ctechnews/article/hjhutnrggg,yfinance_only,,PLTK,Playtika Holding Corp.,,1,"[STRONG] ...ct—is what keeps users coming back"" ""People worry AI will replace them, but those who master it will thrive"" Despit...",US,^GSPC,True,
Palantir,PLTR,MEDIUM,READY,post_genai,2023-02-27,,75.0,2%,Data,United States,https://www.cnbc.com/2023/02/27/palantir-layoffs-75-employees-2percent-of-workforce.html,yfinance_only,,PLTR,Palantir Technologies Inc.,,0,,US,^GSPC,True,
Palantir,PLTR,MEDIUM,READY,post_genai,2025-03-27,,120.0,,Data,United States,https://finance.yahoo.com/news/palantir-just-cut-over-60-192816370.html,yfinance_only,,PLTR,Palantir Technologies Inc.,,0,,US,^GSPC,True,
Software AG,PSAN.DU,MEDIUM,DELISTED,post_genai,2023-01-31,,200.0,4%,Data,Germany,https://investors.softwareag.com/content/dam/investorrelation/pdfs/english/financial-results/2022/q4/20230131_sow_en_press_release_q4_2022.pdf.sagdownload.inline.1675184544569.pdf,yfinance_only,,PSAN.DU,PSI Software SE               N,,0,,INTL,^GSPC,False,
Personalis,PSNL,HIGH,READY,post_genai,2023-01-19,2023-11-07,,30%,Healthcare,United States,https://www.genomeweb.com/business-news/personalis-lay-30-percent-workforce#.Y8nuFezMK8A,EDGAR_exact,PSNL,PSNL,"Personalis, Inc.",1527753.0,0,,US,^GSPC,True,
Pure Storage,PSTG,MEDIUM,READY,post_genai,2024-02-08,,275.0,,Data,United States,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,yfinance_only,,PSTG,"Everpure, Inc.",,0,,US,^GSPC,True,
Peloton,PTON,MEDIUM,READY,pre_genai,2022-02-08,,2800.0,20%,Fitness,United States,https://techcrunch.com/2022/02/08/peloton-ceo-steps-down-as-the-company-cuts-2800-jobs/,yfinance_only,,PTON,"Peloton Interactive, Inc.",,0,[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down...,US,^GSPC,True,
Peloton,PTON,MEDIUM,READY,pre_genai,2022-08-12,,784.0,13%,Fitness,United States,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,yfinance_only,,PTON,"Peloton Interactive, Inc.",,0,,US,^GSPC,True,
Peloton,PTON,MEDIUM,READY,post_genai,2023-07-13,,11.0,,Fitness,United States,https://dol.ny.gov/system/files/documents/2023/07/warn-peloton-interactive-nyc-2023-0006-7-14-2023.pdf,yfinance_only,,PTON,"Peloton Interactive, Inc.",,0,,US,^GSPC,True,
Peloton,PTON,MEDIUM,READY,post_genai,2024-05-02,,400.0,15%,Fitness,United States,https://www.cnbc.com/2024/05/02/peloton-ceo-barry-mccarthy-steps-down-15percent-of-staff-laid-off.html,yfinance_only,,PTON,"Peloton Interactive, Inc.",,0,,US,^GSPC,True,
Peloton,PTON,MEDIUM,READY,post_genai,2025-08-07,,,6%,Fitness,United States,https://www.reuters.com/technology/peloton-cut-more-jobs-forecasts-strong-2026-revenue-shares-rise-2025-08-07/,yfinance_only,,PTON,"Peloton Interactive, Inc.",,0,,US,^GSPC,True,
PubMatic,PUBM,MEDIUM,READY,post_genai,2024-10-07,,12.0,1%,Marketing,United States,https://www.businessinsider.com/adtech-company-pubmatic-layoffs-staff-reductions-2024-10,yfinance_only,,PUBM,"PubMatic, Inc.",,0,,US,^GSPC,True,
PayPal,PYPL,MEDIUM,READY,pre_genai,2022-05-23,,83.0,,Finance,United States,https://www.bizjournals.com/sanjose/news/2022/05/23/paypal-lays-off-83-workers-from-san-jose-hq.html,yfinance_only,,PYPL,"PayPal Holdings, Inc.",,0,,US,^GSPC,True,
PayPal,PYPL,MEDIUM,READY,post_genai,2023-01-31,,2000.0,7%,Finance,United States,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,yfinance_only,,PYPL,"PayPal Holdings, Inc.",,0,,US,^GSPC,True,
PayPal,PYPL,MEDIUM,READY,post_genai,2024-01-30,,2500.0,9%,Finance,United States,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,yfinance_only,,PYPL,"PayPal Holdings, Inc.",,0,,US,^GSPC,True,
Qualcomm,QCOM,MEDIUM,READY,pre_genai,2022-12-22,,153.0,,Hardware,United States,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,yfinance_only,,QCOM,QUALCOMM Incorporated,,0,,US,^GSPC,True,
Quantum SI,QSI,MEDIUM,READY,post_genai,2023-01-30,,,12%,Healthcare,United States,https://www.genomeweb.com/proteomics-protein-research/quantum-si-laying-12-percent-workforce#.Y9wOl-zMK8A,yfinance_only,,QSI,Quantum-Si Incorporated,,0,,US,^GSPC,True,
Quanterix,QTRX,HIGH,READY,pre_genai,2022-08-09,2022-08-08,130.0,25%,Healthcare,United States,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,EDGAR_exact,QTRX,QTRX,Quanterix Corporation,1503274.0,0,,US,^GSPC,True,
LiveRamp,RAMP,HIGH,READY,pre_genai,2022-11-03,2022-11-04,,10%,Marketing,United States,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,EDGAR_exact,RAMP,RAMP,"LiveRamp Holdings, Inc.",733269.0,0,,US,^GSPC,True,
LiveRamp,RAMP,HIGH,READY,post_genai,2025-03-05,2022-11-04,65.0,5%,Marketing,United States,https://www.benzinga.com/news/guidance/25/03/44189581/saas-company-liveramp-lays-off-5-of-full-time-workforce-amid-strategic-restructuring,EDGAR_exact,RAMP,RAMP,"LiveRamp Holdings, Inc.",733269.0,0,,US,^GSPC,True,
Roblox,RBLX,MEDIUM,READY,post_genai,2023-09-22,,30.0,,Consumer,United States,https://techcrunch.com/2023/09/21/roblox-cuts-30-on-talent-acquisition-team-as-hiring-slows/,yfinance_only,,RBLX,Roblox Corporation,,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,True,
Vicarious Surgical,RBOT,MEDIUM,READY,post_genai,2023-02-15,,,14%,Healthcare,United States,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,yfinance_only,,RBOT,Vicarious Surgical Inc.,,0,,US,^GSPC,True,
Redfin,RDFN,MEDIUM,DELISTED,pre_genai,2020-04-07,2023-08-03,236.0,7%,Real Estate,United States,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,EDGAR_exact,RDFN,,,1382821.0,0,,US,^GSPC,False,
Redfin,RDFN,MEDIUM,DELISTED,pre_genai,2022-06-14,2023-08-03,470.0,8%,Real Estate,United States,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,EDGAR_exact,RDFN,,,1382821.0,0,,US,^GSPC,False,
Redfin,RDFN,MEDIUM,DELISTED,post_genai,2024-08-22,2023-08-03,82.0,2%,Real Estate,United States,https://www.seattletimes.com/business/real-estate/redfin-lays-off-dozens-amid-changes-to-agent-pay-sluggish-market/,EDGAR_exact,RDFN,,,1382821.0,0,,US,^GSPC,False,
The RealReal,REAL,MEDIUM,READY,pre_genai,2020-04-14,,235.0,10%,Retail,United States,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,yfinance_only,,REAL,"The RealReal, Inc.",,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,False,insufficient_pre_event_history
The RealReal,REAL,MEDIUM,READY,post_genai,2023-02-16,,230.0,7%,Retail,United States,https://www.theinformation.com/briefings/the-realreal-to-cut-7-of-headcount-close-some-stores-and-offices,yfinance_only,,REAL,"The RealReal, Inc.",,0,,US,^GSPC,True,
REE Automotive,REE,MEDIUM,READY,post_genai,2023-02-09,,100.0,50%,Transportation,Israel,https://www.calcalistech.com/ctechnews/article/6gilogwwn,yfinance_only,,REE,REE Automotive Ltd.,,0,,US,^GSPC,True,
Rent the Runway,RENT,HIGH,READY,pre_genai,2022-09-12,2024-01-09,,24%,Retail,United States,https://www.wsj.com/articles/rent-the-runway-to-reduce-workforce-as-more-customers-pause-their-subscriptions-11663025034,EDGAR_exact,RENT,RENT,"Rent the Runway, Inc.",1468327.0,0,,US,^GSPC,False,insufficient_pre_event_history
Rent the Runway,RENT,HIGH,READY,post_genai,2024-01-09,2024-01-09,37.0,10%,Retail,United States,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,EDGAR_exact,RENT,RENT,"Rent the Runway, Inc.",1468327.0,0,,US,^GSPC,True,
Rigetti Computing,RGTI,MEDIUM,READY,post_genai,2023-02-10,2023-03-27,,28%,Hardware,United States,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,EDGAR_exact,,RGTI,"Rigetti Computing, Inc.",1838359.0,0,,US,^GSPC,True,
Rivian,RIVN,MEDIUM,READY,pre_genai,2022-07-27,,840.0,6%,Transportation,United States,https://www.cnn.com/2022/07/27/business/rivian-layoffs/index.html,yfinance_only,,RIVN,"Rivian Automotive, Inc.",,0,,US,^GSPC,False,insufficient_pre_event_history
Rivian,RIVN,MEDIUM,READY,post_genai,2023-02-01,,,6%,Transportation,United States,https://www.reuters.com/business/autos-transportation/ev-maker-rivian-cut-6-jobs-amid-price-war-internal-memo-2023-02-01/,yfinance_only,,RIVN,"Rivian Automotive, Inc.",,0,,US,^GSPC,True,
Rivian,RIVN,MEDIUM,READY,post_genai,2023-12-07,,20.0,,Transportation,United States,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,yfinance_only,,RIVN,"Rivian Automotive, Inc.",,0,,US,^GSPC,True,
Rivian,RIVN,MEDIUM,READY,post_genai,2025-06-26,,140.0,1%,Transportation,United States,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,yfinance_only,,RIVN,"Rivian Automotive, Inc.",,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,True,
Rocket Companies,RKT,MEDIUM,READY,post_genai,2025-07-18,,,2%,Real Estate,United States,https://www.housingwire.com/articles/rocket-lays-off-2-of-workforce-after-closing-redfin-acquisition/,yfinance_only,,RKT,"Rocket Companies, Inc.",,0,,US,^GSPC,True,
RingCentral,RNG,HIGH,READY,pre_genai,2022-08-04,2022-11-09,50.0,,Support,United States,https://www.bizjournals.com/sanfrancisco/news/2022/08/04/ringcentral-lays-off-50-at-belmont-headquarters.html,EDGAR_exact,RNG,RNG,"Ringcentral, Inc.",1384905.0,0,,US,^GSPC,True,
Roku,ROKU,HIGH,READY,pre_genai,2022-11-17,2023-09-06,200.0,7%,Media,United States,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,EDGAR_exact,ROKU,ROKU,"Roku, Inc.",1428439.0,0,,US,^GSPC,True,
Rapid7,RPD,HIGH,READY,post_genai,2023-08-08,2023-08-08,470.0,18%,Security,United States,https://www.bizjournals.com/boston/news/2023/08/08/rapid7-layoffs-q2-earnings.html,EDGAR_exact,RPD,RPD,"Rapid7, Inc.",1560327.0,0,,US,^GSPC,True,
Riskified,RSKD,MEDIUM,READY,post_genai,2024-02-13,,40.0,6%,Retail,United States,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,yfinance_only,,RSKD,Riskified Ltd.,,0,,US,^GSPC,True,
Riskified,RSKD,MEDIUM,READY,post_genai,2025-02-19,,,,Retail,United States,https://www.calcalistech.com/ctechnews/article/h1hkriq91l,yfinance_only,,RSKD,Riskified Ltd.,,0,,US,^GSPC,True,
Rubicon Project,RUBI,MEDIUM,READY,pre_genai,2020-05-06,,50.0,8%,Marketing,United States,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,yfinance_only,,RUBI,Rubico Inc.,,0,,US,^GSPC,False,event_date_too_far_from_trading
SentinelOne,S,MEDIUM,READY,post_genai,2023-06-01,,,5%,Security,United States,https://s28.q4cdn.com/399982429/files/doc_earnings/2024/q1/generic/Shareholder-Letter-Q1-FY24-FINAL-SentinelOne.pdf,yfinance_only,,S,"SentinelOne, Inc.",,0,,US,^GSPC,True,
Sabre,SABR,HIGH,READY,post_genai,2023-05-04,2020-11-30,1100.0,15%,Travel,United States,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,EDGAR_exact,SABR,SABR,Sabre Corporation,1597033.0,0,,US,^GSPC,True,
Sage Therapeutics,SAGE,MEDIUM,DELISTED,pre_genai,2020-04-07,2024-10-17,340.0,53%,Healthcare,United States,https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,EDGAR_exact,SAGE,,,1597553.0,0,,US,^GSPC,False,
SAP,SAP,MEDIUM,READY,post_genai,2023-01-26,,3000.0,3%,Other,Germany,https://www.cnbc.com/2023/01/26/sap-to-cut-3000-roles-explore-sale-of-qualtrics-stake.html,yfinance_only,,SAP,SAP  SE,,0,,US,^GSPC,True,
SAP,SAP,MEDIUM,READY,post_genai,2024-01-23,,8000.0,7%,Other,Germany,https://www.cnbc.com/2024/01/23/sap-plans-job-changes-or-buyouts-for-8000-employees-in-restructuring-plan.html,yfinance_only,,SAP,SAP  SE,,0,,US,^GSPC,True,
Satellogic,SATL,MEDIUM,READY,post_genai,2024-05-24,,34.0,13%,Aerospace,Uruguay,https://spacenews.com/satellogic-lays-off-13-of-workforce/,yfinance_only,,SATL,Satellogic Inc.,,0,,US,^GSPC,True,
Springbig,SBIG,MEDIUM,READY,pre_genai,2022-12-01,2022-11-30,37.0,23%,Sales,United States,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,EDGAR_exact,,SBIG,"SpringBig Holdings, Inc.",1801602.0,0,,US,^GSPC,True,
SmileDirectClub,SDCCQ,MEDIUM,READY,post_genai,2023-12-09,,,100%,Healthcare,United States,https://www.cnn.com/2023/12/09/business/smiledirectclub-shutdown-bankruptcy/index.html,yfinance_only,,SDCCQ,"SmileDirectClub, Inc.",,0,,US,^GSPC,True,
Sea,SE,MEDIUM,DELISTED,pre_genai,2022-03-30,,350.0,,Retail,India,https://www.techinasia.com/shopee-indias-over-300-staff-lurch-checks-out-country,yfinance_only,,SE,Sea Limited,,0,,US,^GSPC,False,
SolarEdge,SEDG,HIGH,READY,post_genai,2024-01-21,2025-01-06,900.0,16%,Energy,Israel,https://www.calcalistech.com/ctechnews/article/rk4xlfcya,EDGAR_exact,SEDG,SEDG,"SolarEdge Technologies, Inc.",1419612.0,0,,US,^GSPC,True,
Sezzle,SEZL,HIGH,READY,pre_genai,2022-03-10,2022-07-29,,20%,Finance,United States,https://www.protocol.com/fintech/sezzle-zip-layoffs,EDGAR_exact,SEZL,SEZL,Sezzle Inc.,1662991.0,0,,US,^GSPC,False,event_date_too_far_from_trading
Stitch Fix,SFIX,HIGH,READY,pre_genai,2020-06-01,2023-06-06,1400.0,18%,Retail,United States,https://www.cnbc.com/2020/06/01/stitch-fix-is-laying-off-1400-in-california-18percent-of-workforce.html,EDGAR_exact,SFIX,SFIX,"Stitch Fix, Inc.",1576942.0,0,,US,^GSPC,True,
Stitch Fix,SFIX,HIGH,READY,pre_genai,2022-06-09,2023-06-06,330.0,15%,Retail,United States,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,EDGAR_exact,SFIX,SFIX,"Stitch Fix, Inc.",1576942.0,0,,US,^GSPC,True,
Stitch Fix,SFIX,HIGH,READY,post_genai,2023-01-05,2023-06-06,,20%,Retail,United States,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,EDGAR_exact,SFIX,SFIX,"Stitch Fix, Inc.",1576942.0,0,,US,^GSPC,True,
Stitch Fix,SFIX,HIGH,READY,post_genai,2023-07-12,2023-06-06,400.0,,Retail,United States,https://www.inquirer.com/jobs/labor/stitch-fix-layoffs-closure-bethlehem-lehigh-valley-warehouse-20230712.html,EDGAR_exact,SFIX,SFIX,"Stitch Fix, Inc.",1576942.0,0,,US,^GSPC,True,
Shift,SFTGQ,HIGH,DELISTED,pre_genai,2022-08-09,2024-09-26,,,Transportation,United States,https://www.globenewswire.com/news-release/2022/08/09/2495362/0/en/Shift-Announces-Merger-with-CarLotz-a-New-Business-Plan-that-Enables-the-Company-to-Achieve-Profitability-in-2024-Appointment-of-new-CEO-also-Releases-Q2-Results.html,EDGAR_exact,SFTGQ,FOUR,"Shift4 Payments, Inc.",1762322.0,0,,US,^GSPC,False,
Shift,SFTGQ,HIGH,DELISTED,post_genai,2023-03-29,2024-09-26,,30%,Transportation,United States,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,EDGAR_exact,SFTGQ,FOUR,"Shift4 Payments, Inc.",1762322.0,0,"[FALSE_POSITIVE_TC_BOILERPLATE] [WEAK] ...Google is now letting users in the US change their Gmail address Ivan Mehta Why OpenAI really shut down Sora Connie Loizos The Pixel 10a doesn’t have a camera bump, a...",US,^GSPC,False,
